   1.00000005E-03   48.8282928    
   1.09999999E-02   15.9926996    
   2.09999997E-02   11.5564384    
   3.09999995E-02   9.73848438    
   4.09999974E-02   8.95231819    
   5.09999953E-02   7.88924456    
   6.09999970E-02   7.32400227    
   7.10000023E-02   7.03145123    
   8.10000002E-02   6.37789106    
   9.09999982E-02   6.17994595    
  0.100999996       6.18110228    
  0.111000001       5.87749434    
  0.120999999       5.57014942    
  0.130999997       5.46464205    
  0.141000003       5.21588421    
  0.150999993       5.15438128    
  0.160999998       4.97704792    
  0.171000004       4.89166021    
  0.180999994       4.84186363    
  0.191000000       4.78178692    
  0.200999990       4.64388657    
  0.210999995       4.58852577    
  0.221000001       4.44230747    
  0.230999991       4.41398668    
  0.240999997       4.40880728    
  0.250999987       4.27166367    
  0.260999978       4.26826572    
  0.270999968       4.24761868    
  0.280999988       4.16907215    
  0.290999979       4.14721346    
  0.300999969       4.07885981    
  0.310999990       4.07556200    
  0.320999980       4.00975990    
  0.330999970       3.97287250    
  0.340999991       3.94009066    
  0.350999981       3.92831945    
  0.360999972       3.87542605    
  0.370999992       3.87254763    
  0.380999982       3.83531737    
  0.390999973       3.85271430    
  0.400999963       3.79770350    
  0.410999984       3.76894021    
  0.420999974       3.58553457    
  0.430999964       3.69910359    
  0.440999985       3.66429543    
  0.450999975       3.67475939    
  0.460999966       3.67727661    
  0.470999986       3.68431544    
  0.480999976       3.71637702    
  0.490999967       3.56225872    
  0.500999987       3.58536410    
  0.510999978       3.53309441    
  0.520999968       3.52686191    
  0.530999959       3.55555153    
  0.540999949       3.57475734    
  0.550999999       3.51053238    
  0.560999990       3.42695117    
  0.570999980       3.45410824    
  0.580999970       3.43060589    
  0.590999961       3.47957897    
  0.600999951       3.41957974    
  0.611000001       3.39917636    
  0.620999992       3.39672947    
  0.630999982       3.37512398    
  0.640999973       3.33056879    
  0.650999963       3.36413574    
  0.660999954       3.37250638    
  0.670999944       3.34840536    
  0.680999994       3.40770507    
  0.690999985       3.28704667    
  0.700999975       3.40703177    
  0.710999966       3.30786490    
  0.720999956       3.28577662    
  0.730999947       3.33132434    
  0.740999997       3.30246115    
  0.750999987       3.31701827    
  0.760999978       3.21957302    
  0.770999968       3.28894925    
  0.780999959       3.25818205    
  0.790999949       3.25833559    
  0.800999939       3.16651154    
  0.810999990       3.19354582    
  0.820999980       3.15756798    
  0.830999970       3.15636063    
  0.840999961       3.23772955    
  0.850999951       3.13298821    
  0.860999942       3.24141645    
  0.870999992       3.16859508    
  0.880999982       3.23235679    
  0.890999973       3.18371534    
  0.900999963       3.20152259    
  0.910999954       3.14188695    
  0.920999944       3.21121216    
  0.930999994       3.14901447    
  0.940999985       3.15377760    
  0.950999975       3.19616866    
  0.960999966       3.09862113    
  0.970999956       3.14405346    
  0.980999947       3.12833548    
  0.990999937       3.09279728    
   1.00100005       3.17962599    
   1.01100004       3.12762475    
   1.02100003       3.12128186    
