   1.00000005E-03   1500.81665    
   1.09999999E-02   564.549683    
   2.09999997E-02   373.320648    
   3.09999995E-02   277.031250    
   4.09999974E-02   230.763290    
   5.09999953E-02   201.341537    
   6.09999970E-02   179.173187    
   7.10000023E-02   164.203400    
   8.10000002E-02   152.857224    
   9.09999982E-02   143.542709    
  0.100999996       135.244553    
  0.111000001       127.232521    
  0.120999999       124.579185    
  0.130999997       121.190628    
  0.141000003       115.088173    
  0.150999993       114.248177    
  0.160999998       109.475891    
  0.171000004       108.985275    
  0.180999994       106.372475    
  0.191000000       104.945198    
  0.200999990       101.971947    
  0.210999995       101.155396    
  0.221000001       99.8833008    
  0.230999991       101.709251    
  0.240999997       99.9085083    
  0.250999987       100.116531    
  0.260999978       100.535606    
  0.270999968       100.098785    
  0.280999988       98.3167572    
  0.290999979       98.1962585    
  0.300999969       99.2547684    
  0.310999990       99.2875748    
  0.320999980       99.9532089    
  0.330999970       100.985016    
  0.340999991       101.786934    
  0.350999981       99.8266296    
  0.360999972       101.276779    
  0.370999992       101.493446    
  0.380999982       100.257141    
  0.390999973       101.888107    
  0.400999963       104.569748    
  0.410999984       102.718597    
  0.420999974       103.829887    
  0.430999964       104.617928    
  0.440999985       105.718765    
  0.450999975       106.877090    
  0.460999966       106.791412    
  0.470999986       106.255455    
  0.480999976       108.311035    
  0.490999967       111.215370    
  0.500999987       112.539978    
  0.510999978       109.570259    
  0.520999968       114.085510    
  0.530999959       112.409645    
  0.540999949       114.469765    
  0.550999999       116.381042    
  0.560999990       117.247643    
  0.570999980       118.565613    
  0.580999970       118.950821    
  0.590999961       119.604141    
  0.600999951       121.610931    
  0.611000001       122.375114    
  0.620999992       124.655746    
  0.630999982       124.580986    
  0.640999973       125.778008    
  0.650999963       128.123962    
  0.660999954       127.662224    
  0.670999944       133.472321    
  0.680999994       135.815781    
  0.690999985       135.317276    
  0.700999975       135.548920    
  0.710999966       142.692093    
  0.720999956       138.589233    
  0.730999947       140.861160    
  0.740999997       143.603241    
  0.750999987       144.708038    
  0.760999978       148.247116    
  0.770999968       150.208130    
  0.780999959       153.946533    
  0.790999949       152.774017    
  0.800999939       155.373962    
  0.810999990       159.253555    
  0.820999980       161.985550    
  0.830999970       161.852707    
  0.840999961       162.887375    
  0.850999951       168.224075    
  0.860999942       168.027740    
  0.870999992       169.733536    
  0.880999982       171.796661    
  0.890999973       175.396362    
  0.900999963       176.819290    
  0.910999954       179.238937    
  0.920999944       183.673050    
  0.930999994       186.269012    
  0.940999985       185.825058    
  0.950999975       192.228455    
  0.960999966       193.877274    
  0.970999956       194.571350    
  0.980999947       196.548752    
  0.990999937       203.033401    
